,company,car,tream,kilometer,year,price
6239,samand,lx,basic,240000,1389,-1
6240,lexus,rx,350,129000,2011,2250000000
6241,peugeot,405,slx,87000,1397,201000000
6242,kia,cerato,ir-2000-optional,35000,1396,678000000
6243,nissan,patrol,2door-ir,700000,1380,-1
6244,peugeot,405,slx,92000,1396,190000000
6245,mazda,3,sedan-2.0l-type4,80000,1394,800000000
6246,peugeot,pars,mt,117000,1387,110000000
6247,swm,g01,,4000,1399,-1
6248,pride,131,se,92000,1396,110000000
6249,pride,151,se,0,1399,140000000
6250,kia,optima,gtline,49000,2017,1650000000
6251,kia,cadenza,,130000,2011,1060000000
6252,peugeot,508,gtline,90000,2017,1450000000
6253,hyundai,azera,6cylinder,204000,2007,650000000
6254,peugeot,206,ir-type2,310000,1382,-1
6255,proton,gen2,,300000,2007,110000000
6256,pride,151,se,130000,1395,108000000
6257,hyundai,trajet,,335000,2007,350000000
6258,renault,koleos,,37000,2017,1845000000
6259,tiba,hatchback,plus,10000,1399,160000000
6260,kia,sorento,6cylinder,157000,2011,990000000
6261,tiba,hatchback,ex,118000,1397,126500000
6262,pride,131,se,38000,1397,125000000
6263,changan,cs35,ir,127000,1396,395000000
6264,peugeot,206,ir-type2,1000,1400,259000000
6265,pride,sedan,,32400,1389,97000000
6266,hyundai,sonata,hybrid-gls-plus,80000,2017,1400000000
6267,peugeot,206,ir-type2,57000,1395,180000000
6268,peugeot,207,at,54000,1398,360000000
6269,jac,s5,mt-2000,117000,1394,429000000
6270,swm,g01,,0,1400,-1
6271,toyota,corolla,gli,43000,2015,-1
6272,renault,tondar90,plus-mt,25000,1397,358000000
6273,renault,sandero,stepway-mt,0,1397,458000000
6274,samand,lx,basic,41000,1397,200000000
6275,bmw,5,series-sedan-528i,130000,2014,2300000000
6276,chery,tiggo5,ie,22000,1399,589000000
6277,runna,lx,,95000,1397,178500000
6278,volvo,xc90,inscription,70000,2017,-1
6279,kia,sportage,basic,120000,2012,-1
6280,peugeot,206,ir-type5,40000,1398,-1
6281,hyundai,santafe,ix45-2400cc,70000,2015,1410000000
6282,peugeot,206,ir-type5,91000,1396,210000000
6283,suzuki,grand,vitara-ir-mt-2.4,348000,1389,480000000
6284,peugeot,207,mt,0,1398,-1
6285,hyundai,sonata,4cyl-automatic,95000,2014,1100000000
6286,peugeot,206,ir-type2,0,1386,86000000
6287,renault,pars,tondar,135000,1392,215000000
6288,hyundai,santafe,ix45-2400cc,109000,2015,1335000000
6289,saina,ex,mt,0,1400,132000000
6290,kia,optima,basic,120000,2014,1100000000
6291,peugeot,206,ir-type2,107000,1396,-1
6292,samand,lx,basic,14500,1398,210000000
6293,hyundai,accent,ir,0,1397,850000000
6294,renault,tondar90,at,120000,1393,300000000
6295,mazda,3,sedan-2.0l-type4,0,1398,1250000000
6296,renault,tondar90,e2,181000,1393,-1
6297,peugeot,207sd,at,20000,1397,353000000
6298,toyota,rav4,4wd,0,2014,1380000000
6299,peugeot,206,ir-type3,218000,1387,115000000
6300,peugeot,206,ir-type5,28000,1398,256000000
6301,bmw,x3,28,70000,2014,2100000000
6302,mercedes,benz,c-class-c280,145000,2008,1380000000
6303,peugeot,207,mt,83000,1396,243000000
6304,hyundai,santafe,ix45-2400cc,86500,2015,1250000000
6305,dena,plus,basic-manual,1500,1399,350000000
6306,mazda,3,sedan-2.0l-type4,115000,1395,-1
6307,kia,sportage,basic,144500,2013,985000000
6308,pride,131,se,62000,1395,-1
6309,brilliance,h330,at,60000,1396,275000000
6310,tiba,hatchback,ex,0,1400,160000000
6311,samand,lx,basic,350000,1387,96300000
6312,opel,corsa,mt,56000,2014,485000000
6313,hyundai,i20,ir,47000,1396,655000000
6314,pride,111,se,120000,1393,97000000
6315,tiba,hatchback,sx,92000,1395,116500000
6316,renault,sandero,stepway-mt,10000,1397,400000000
6317,kia,cerato,2000,179000,2011,480000000
6318,pride,sedan,,110000,1388,-1
6319,peugeot,206,ir-type5,230000,1390,155000000
6320,dena,plus,turbo-automatic,7500,1399,437000000
6321,mazda,3,hatchback-type3,85000,1390,475000000
6322,samand,lx,ef7-cng,290000,1390,118000000
6323,tiba,hatchback,ex,27000,1398,-1
6324,peugeot,207,manual-panorama,0,1400,352000000
6325,kia,cerato,ir-2000-basic,106000,1395,555000000
6326,toyota,c,hr-awd,33000,2018,1840000000
6327,peugeot,207,manual-panorama,0,1400,360000000
6328,renault,koleos,,15300,2017,1870000000
6329,peugeot,pars,lx,160000,1394,199000000
6330,renault,pars,tondar,0,1397,370000000
6331,samand,soren,plus,0,1400,280000000
6332,kia,optima,gtline,14000,2016,1530000000
6333,mvm,315,hatchback-basic,72000,1394,175000000
6334,ssang,yong,tivoli-armour,43000,2017,750000000
6335,hyundai,santafe,ix45-2400cc,49000,2016,1650000000
6336,ssang,yong,tivoli-elite,120000,2016,689000000
6337,chery,arrizo6,excellent,20000,1399,730000000
6338,peugeot,206,ir-type2,138000,1393,151000000
6339,peugeot,207,manual-panorama,0,1400,343000000
6340,toyota,rav4,4wd,116000,2014,1490000000
6341,mazda,pickup,2door-ir,83000,1396,-1
6342,toyota,prado,2doors-4cylinder,103000,2007,1500000000
6343,nissan,maxima,ir-at,29000,1390,990000000
6344,runna,lx,,190000,1393,149000000
6345,nissan,maxima,ir-at,28000,1391,1000000000
6346,hyundai,sonata,4cyl-automatic,189000,2011,870000000
6347,peugeot,206sd,v9,8000,1390,272000000
6348,jac,j4,,23000,1398,337000000
6349,peugeot,pars,lx,0,1400,-1
6350,kia,cerato,2000,60000,2015,860000000
6351,pick,up,rich,96000,1395,440000000
6352,peugeot,206,ir-type2,205000,1386,110000000
6353,peugeot,206,ir-type5,110000,1392,172000000
6354,renault,sandero,at,61000,1397,390000000
6355,hyundai,santafe,ix45-2700cc,1015,2008,670000000
6356,hyundai,elantra,1.8l,80000,2015,-1
6357,peugeot,405,glx,15000,1398,195000000
6358,peykan,pickup,cng,87000,1387,73000000
6359,renault,pars,tondar,108000,1395,250000000
6360,bmw,x3,28,89000,2014,2100000000
6361,alfa,romeo,4c,24000,2015,4700000000
6362,peugeot,2008,,62000,1396,-1
6363,lexus,nx,200t,78000,2016,-1
6364,bmw,5,series-sedan-523i,0,2011,1700000000
6365,peugeot,206,ir-type2,15000,1398,220000000
6366,samand,lx,basic,103000,1392,138000000
6367,pride,131,se,150000,1393,90000000
6368,haima,s7,2.0l,78000,1396,540000000
6369,peugeot,206,ir-type5,100000,1393,173000000
6370,samand,lx,basic,70000,1398,195000000
6371,shahin,g,,0,1400,380000000
6372,renault,scala,e4-2.0,79000,2014,665000000
6373,pride,131,sx,170000,1391,82000000
6374,mazda,3,sedan-2.0l-type3,173000,1390,540000000
6375,quick,manual,r,0,1399,169500000
6376,hyundai,santafe,ix45-2400cc,17000,2017,2100000000
6377,lexus,nx,hybrid-300h-f-sport,31000,2017,3200000000
6378,great,wall,c30-mt,30000,1394,250000000
6379,kia,cerato,ir-2000-optional,60000,1397,670000000
6380,hyundai,elantra,1.8l,33000,2015,910000000
6381,toyota,camry,hybrid-xle,74000,2015,1470000000
6382,nissan,maxima,ir-at,39000,1389,-1
6383,renault,sandero,stepway-at,70000,1395,390000000
6384,peugeot,206,ir-type2,3000,1399,240000000
6385,nissan,maxima,ir-at,299000,1384,390000000
6386,kia,cerato,ir-2000-optional,118000,1397,705000000
6387,renault,sandero,stepway-at,0,1398,550000000
6388,kia,rio,ir-mt,300000,1384,75000000
6389,kia,cerato,ir-2000-optional,28000,1397,770000000
6390,samand,lx,basic,171000,1388,112000000
6391,lifan,x50,at,80000,1395,-1
6392,peugeot,pars,mt,0,1398,237000000
6393,hyundai,avante,at,220000,1385,-1
6394,hyundai,sonata,hybrid-gls-plus,50000,2017,-1
6395,mazda,pickup,2door-ir,0,1389,178000000
6396,quick,manual,r,0,1400,173000000
6397,toyota,rav4,4wd,21000,2017,2160000000
6398,kia,sportage,basic,130000,2014,1070000000
6399,hyundai,i30,,45000,2010,520000000
6400,samand,lx,basic,93000,1395,155000000
6401,peugeot,405,glx,155000,1393,134000000
6402,kia,optima,basic,90000,2014,-1
6403,peugeot,206,ir-type3,214000,1389,118000000
6404,samand,lx,ef7,185000,1394,160000000
6405,renault,pars,tondar,17000,1398,-1
6406,nissan,pickup,ir-2cab,285000,1387,490000000
6407,brilliance,cross,C3-1650cc,0,1399,-1
6408,toyota,corolla,xli,140000,2006,390000000
6409,peugeot,pars,mt,1000,1400,250000000
6410,brilliance,h230,mt,4200,1398,255000000
6411,hyundai,sonata,hybrid-gls-plus,450000,2017,1300000000
6412,peugeot,206,ir-type5,52000,1384,154000000
6413,peugeot,206,ir-type2,0,1391,-1
6414,haval,h6,,1800,2018,720000000
6415,hyundai,azera,6cylinder,130000,2012,1200000000
6416,quick,manual,,23000,1398,152000000
6417,peugeot,206,ir-type6,227000,1388,-1
6418,peugeot,206,ir-type2,90000,1391,147000000
6419,kia,cerato,2000,214000,2010,-1
6420,mazda,323,mt,224000,1380,135000000
6421,dena,plus,turbo-automatic,0,1400,473000000
6422,renault,megan,ir-2000,210000,1391,405000000
6423,brilliance,h320,mt-1.65,1700,1399,345000000
6424,peugeot,206,ir-type2,100000,1395,171000000
6425,jac,s5,at-2000,0,1400,750000000
6426,hyundai,tucson,ix35-2.0l-4wd,0,2018,2000000000
6427,peugeot,pars,at,25000,1398,340000000
6428,bmw,3,series-sedan-320i,5000,2018,2900000000
6429,nissan,murano,le,160000,2010,870000000
6430,hyundai,elantra,ir,16000,1397,1190000000
6431,hyundai,sonata,4cyl-automatic,16000,2015,-1
6432,peugeot,206,ir-type2,4000,1399,236000000
6433,saina,ex,mt,0,1399,-1
6434,peugeot,2008,,55300,1398,865000000
6435,renault,duster,se-4wd,42000,2018,810000000
6436,honda,civic,,0,1994,-1
6437,kia,sorento,6cylinder,111000,2010,1120000000
6438,mazda,3,ir-type3,170000,1388,425000000
6439,nissan,maxima,ir-at,160000,1388,550000000
6440,foton,sauvana,ir,38000,1397,810000000
6441,pride,132,se,80000,1397,111000000
6442,peugeot,206,ir-type5,83000,1395,183000000
6443,mazda,2,ir,60000,1390,360000000
6444,hyundai,santafe,ix45-2400cc,21000,2017,2000000000
6445,peugeot,206,ir-type6,149500,1390,195000000
6446,jac,s5,at-2000,80000,1395,528000000
6447,porsche,macan,,30000,2017,-1
6448,hyundai,accent,ir,40000,1397,700000000
6449,peugeot,2008,,0,1399,955000000
6450,jac,s5,at-2000,6000,1399,730000000
6451,renault,safrane,pe-2.0,58000,2015,750000000
6452,jac,s5,at-2000,32000,1397,635000000
6453,samand,lx,basic,40000,1398,203000000
6454,hyundai,santafe,ix45-2400cc,21000,2017,1950000000
6455,toyota,yaris,hatchback,101000,2009,440000000
6456,swm,g01,,0,1400,-1
6457,nissan,zamyad,pickup-cng,130000,1395,213000000
6458,peugeot,pars,mt,225000,1388,110000000
6459,mercedes,benz,c-class-c200,0,2014,1920000000
6460,hyundai,santafe,ix45-2400cc,16000,2017,1750000000
6461,renault,captur,,15900,2017,-1
6462,toyota,landcruiser,4door-v6-4000cc,26000,2018,4550000000
6463,renault,sandero,at,42000,1396,355000000
6464,tiba,sedan,sx,90000,1390,108000000
6465,toyota,landcruiser,2door-3f,180000,1978,500000000
6466,runna,lx,,19000,1397,207000000
6467,peugeot,pars,mt,63000,1395,209000000
6468,samand,lx,basic,22000,1396,190000000
6469,renault,duster,se-fwd,130000,2015,550000000
6470,saina,manual,s,0,1400,-1
6471,foton,tunland,2.4l,110000,1395,447000000
6472,toyota,prado,2doors-4cylinder,76000,2012,2600000000
6473,peugeot,206,ir-type5,65000,1393,205000000
6474,kia,cerato,ir-2000-optional,2100,1397,-1
6475,hyundai,tucson,ix35-2.4l,70000,2013,940000000
6476,peugeot,206sd,v9,175000,1390,175000000
6477,renault,koleos,,78000,2017,1640000000
6478,peugeot,207,mt,0,1400,-1
6479,kia,sorento,gtline,78000,2016,-1
6480,tiba,sedan,sx,5300,1399,138500000
6481,pride,132,se,91000,1395,106000000
6482,pride,131,sl,154000,1390,76000000
6483,renault,talisman,e3,0,2018,2170000000
6484,hyundai,santafe,ix45-2400cc,65000,2014,-1
6485,haima,s7,1.8l-turbo,38000,1397,670000000
6486,peugeot,pars,at,5700,1398,347000000
6487,quick,manual,,50000,1398,155000000
6488,peugeot,207,at,54000,1396,321000000
6489,mazda,3,ir-type3,177000,1386,390000000
6490,mazda,3,sedan-2.0l-type4,65000,1396,890000000
6491,kia,picanto,,100000,2013,420000000
6492,hyundai,tucson,ix35-2.4l,26500,2014,1150000000
6493,renault,duster,se-4wd,49000,2017,750000000
6494,pride,sedan,,270000,1384,54000000
6495,mazda,3,sedan-2.0l-type4,69000,1396,760000000
6496,peugeot,207,manual-panorama,0,1400,-1
6497,pride,131,se,30000,1399,125000000
6498,bmw,5,series-sedan-528i,60000,2014,-1
6499,peugeot,206,ir-type5,110000,1394,-1
6500,bmw,3,series-sedan-325i,300000,2007,715000000
6501,mercedes,benz,c-class-c200,130000,2014,2150000000
6502,peugeot,pars,elx,33000,1390,335000000
6503,peugeot,206,ir-type2,99000,1389,125000000
6504,mvm,110,3cylinder,150000,1389,65000000
6505,proton,gen2,,220000,2007,-1
6506,peugeot,206,ir-type2,168000,1395,155000000
6507,renault,talisman,e3,0,2018,2150000000
6508,mvm,x33,at,170000,1393,310000000
6509,dongfeng,h30,cross,25000,1397,345000000
6510,peugeot,pars,lx,10000,1400,-1
6511,peugeot,pars,lx,0,1400,306000000
6512,peugeot,206sd,v9,145000,1388,158000000
6513,renault,megan,2000,300000,2006,220000000
6514,citroen,c3,ir,39000,1397,825000000
6515,peugeot,207,at,98000,1389,185000000
6516,peugeot,405,glx,22000,1399,210000000
6517,suzuki,grand,vitara-ir-at-2.4,125000,1397,-1
6518,renault,megan,ir-2000,65000,1391,-1
6519,haima,s7,1.8l-turbo,11050,1398,738000000
6520,lexus,nx,hybrid-300h-f-sport,8600,2017,-1
6521,hyundai,genesis,,124000,2010,1150000000
6522,renault,talisman,e3,33000,2017,-1
6523,peugeot,206,ir-type5,81000,1396,215000000
6524,peugeot,pars,mt,140000,1385,110000000
6525,haima,s5,,53000,1397,520000000
6526,peugeot,pars,mt,72000,1395,200000000
6527,renault,tondar90,e2,19000,1395,295000000
6528,kia,rio,ir-mt,120000,1386,130000000
6529,bmw,x3,28,58000,2015,-1
6530,peugeot,pars,lx,72000,1396,237000000
6531,runna,lx,,77000,1397,190000000
6532,mercedes,benz,van,175000,2007,-1
6533,dena,plus,turbo-automatic,0,1400,-1
6534,peugeot,207,manual-panorama,1000,1399,345000000
6535,runna,lx,,77000,1396,173000000
6536,hyundai,santafe,ix45-2400cc,72000,2015,1420000000
6537,saina,ex,mt,0,1400,159000000
6538,shahin,g,,0,1400,-1
6539,citroen,xantia,2.0-sx,170000,1384,190000000
6540,lexus,rx,350,160000,2010,-1
6541,hyundai,i20,ir,45000,1396,800000000
6542,peugeot,pars,cng,20000,1399,-1
6543,renault,sandero,at,24000,1397,410000000
6544,samand,lx,basic,150000,1395,173000000
6545,nissan,maxima,ir-mt,196000,1383,325000000
6546,peugeot,206,ir-type1,365000,1380,61000000
6547,peugeot,pars,mt,0,1399,-1
6548,renault,tondar90,e2,32300,1397,328000000
6549,besturn,b30,at,65000,1396,420000000
6550,baic,x25,,39000,1398,410000000
6551,pride,sedan,,180000,1380,34500000
6552,saina,ex,mt,0,1400,160000000
6553,peugeot,207,automatic-panorama,0,1400,433000000
6554,dena,,,74500,1395,235000000
6555,toyota,gt86,,120000,2014,-1
6556,renault,tondar90,e2,135000,1388,187000000
6557,samand,lx,ef7,41000,1394,228000000
6558,renault,tondar90,e2,267000,1388,117000000
6559,saina,ex,mt,0,1400,145000000
6560,peugeot,206,ir-type5,46000,1396,-1
6561,mercedes,benz,e-class-e230,280000,1988,500000000
6562,toyota,prado,4doors-6cylinder,240000,2006,1600000000
6563,samand,lx,basic,130000,1392,125000000
6564,mazda,323,at,0,1384,-1
6565,dena,plus,turbo-automatic,0,1400,437000000
6566,pride,131,sl,180000,1391,75000000
6567,jac,j5,at,124000,1393,244000000
6568,hyundai,santafe,ix45-2400cc,27000,2017,1750000000
6569,rigan,coupa,flagship,0,1399,1500000000
6570,shahin,g,,0,1400,360000000
6571,peugeot,405,glx-cng,0,1399,235000000
6572,peugeot,207,manual-panorama,0,1400,349000000
6573,tiba,sedan,sx,1300,1400,146000000
6574,kia,cerato,ir-2000-optional,0,1397,890000000
6575,peugeot,206,ir-type2,2700,1400,-1
6576,hyundai,santafe,ix45-2400cc,130000,2014,1320000000
6577,peugeot,405,glx,70000,1394,160000000
6578,nissan,juke,sport,48500,2016,1250000000
6579,mvm,110,4cylinder-mt,188000,1390,80000000
6580,renault,tondar90,plus-at,43000,1396,375000000
6581,peugeot,pars,mt,35000,1397,207000000
6582,ssang,yong,tivoli-armour,0,2018,-1
6583,jac,s3,at,82000,1397,430000000
6584,chery,tiggo5,ie,35000,1397,610000000
6585,renault,megan,ir-2000,90000,1389,-1
6586,toyota,prado,4doors-4cylinder,225000,2007,1470000000
6587,hyundai,azera,4cylinder,0,2018,2700000000
6588,dena,plus,basic-manual,0,1399,360000000
6589,toyota,rav4,2wd,95000,2013,-1
6590,pride,111,se,40000,1397,128000000
6591,renault,talisman,e3,40000,2017,-1
6592,mazda,3,sedan-2.0l-type4,20000,1396,899000000
6593,peugeot,207,at,60000,1397,335000000
6594,hyundai,elantra,1.8l,84000,2015,870000000
6595,dongfeng,h30,cross,21000,1398,349000000
6596,hyundai,tucson,ix35-2.0l-4wd,0,2017,1600000000
6597,tiba,hatchback,ex,0,1400,161000000
6598,hyundai,sonata,4cyl-automatic,100000,2014,-1
6599,peugeot,206,ir-type2,200000,1381,72000000
6600,samand,lx,ef7,67000,1396,-1
6601,kia,sportage,basic,93000,2014,1190000000
6602,pick,up,cara-2door,0,1400,276000000
6603,peugeot,206sd,v20,245000,1388,129000000
6604,lexus,ct,200h,44000,2014,1400000000
6605,dena,plus,turbo-automatic,0,1400,-1
6606,quick,manual,r,2500,1400,169000000
6607,peugeot,405,glx,30000,1398,195000000
6608,peugeot,206,ir-type2,2000,1399,231000000
6609,renault,talisman,e3,40000,2017,-1
6610,peugeot,207,manual-panorama,21000,1399,325000000
6611,kia,cerato,ir-2000-basic,105000,1395,565000000
6612,peugeot,207sd,at,17000,1397,348000000
6613,peugeot,207,at,210000,1390,210000000
6614,kia,rio,ir-mt,250000,1386,-1
6615,samand,lx,ef7-cng,0,1390,132000000
6616,renault,captur,,10000,2017,830000000
6617,peugeot,206,ir-type2,0,1400,232000000
6618,kia,optima,basic,203000,2014,-1
6619,saina,ex,mt,0,1400,157500000
6620,peugeot,pars,mt,0,1400,280000000
6621,shahin,g,,0,1400,358000000
6622,peugeot,206,ir-type5,153000,1394,192000000
6623,renault,tondar90,e2,270000,1391,265000000
6624,peugeot,206,ir-type6,0,1388,185000000
6625,dongfeng,dignity,,0,1400,1100000000
6626,tiba,sedan,sx,0,1399,-1
6627,hyundai,verna,mt,163000,1385,165000000
6628,mvm,x33s,at-sport,58000,1396,405000000
6629,pride,131,se,83000,1395,108000000
6630,daewoo,matiz,,206000,1381,46000000
6631,nissan,maxima,ir-at,200000,1383,-1
6632,hyundai,tucson,ix35-2.4l,75000,2014,1150000000
6633,peugeot,405,slx,25000,1399,239000000
6634,jac,s5,at-2000,650000,1396,-1
6635,samand,soren,plus,0,1399,295000000
6636,hyundai,sonata,4cyl-automatic,180000,2009,-1
6637,dena,plus,basic-manual,0,1399,356000000
6638,lexus,nx,hybrid-300h-f-sport,40000,2017,-1
6639,peugeot,206sd,v8,140000,1396,221000000
6640,peugeot,206sd,v8,0,1395,195000000
6641,nissan,juke,platinum,99000,2016,910000000
6642,peugeot,405,glx,95000,1395,-1
6643,dena,plus,turbo-automatic,0,1399,445000000
6644,peugeot,206,ir-type2,90000,1395,165000000
6645,mazda,3,sedan-2.0l-type3,130000,1390,-1
6646,peugeot,pars,mt,208000,1386,110000000
6647,hyundai,genesis,coupe,150000,2010,-1
6648,jac,s5,at-2000,48000,1397,600000000
6649,jac,j4,,1000,1400,377000000
6650,peugeot,206sd,v8,6000,1399,275000000
6651,audi,a4,,135000,2006,1200000000
6652,peugeot,206,ir-type2,0,1400,-1
6653,brilliance,h330,mt-1.65,9000,1397,320000000
6654,hyundai,sonata,hybrid-gls-plus,60000,2017,-1
6655,hyundai,tucson,ix35-2.0l-4wd,60000,2016,-1
6656,bmw,x4,28,31000,2017,4250000000
6657,mvm,x22,at-luxury,17000,1398,390000000
6658,jac,j5,mt,110000,1396,285000000
6659,peugeot,206,ir-type5,22000,1398,-1
6660,byd,s6,,70000,1396,750000000
6661,kia,rio,ir-mt,115000,1387,136000000
6662,hyundai,sonata,hybrid-gls-plus,0,2018,-1
6663,mazda,3,sedan-2.0l-type4,50000,1391,-1
6664,renault,tondar90,e2,90000,1394,-1
6665,hyundai,elantra,ir,1000,1397,-1
6666,kia,sorento,gtline,51000,2015,1620000000
6667,hyundai,sonata,4cyl-automatic,200000,2006,-1
6668,pride,131,se,84000,1394,100000000
6669,toyota,prius,c,0,2017,-1
6670,peugeot,207,mt,0,1400,-1
6671,lifan,x60,mt,87000,1394,248000000
6672,hyundai,sonata,hybrid-gls,38000,2017,-1
6673,renault,sandero,stepway-at,0,1397,560000000
6674,hyundai,azera,6cylinder,120000,2013,-1
6675,hyundai,accent,ir,39000,1397,720000000
6676,peugeot,206,ir-type5,52000,1397,227000000
6677,toyota,aurion,sport,83000,2010,-1
6678,samand,soren,plus,0,1400,280000000
6679,lifan,820,,61000,1397,520000000
6680,haima,s7,1.8l-turbo,35000,1398,695000000
6681,renault,captur,,20000,2016,750000000
6682,peugeot,206,ir-type2,56000,1390,145000000
6683,haima,s7,1.8l-turbo-plus,5800,1400,-1
6684,quick,manual,r,0,1400,173000000
6685,great,wall,haval-m4,220000,2015,310000000
6686,toyota,aurion,grande,155000,2010,1180000000
6687,mazda,3,sedan-2.0l-type4,39500,1396,800000000
6688,toyota,camry,glx,200000,2007,430000000
6689,saina,manual,s,0,1400,178000000
6690,mvm,110,4cylinder-at,140000,1390,75000000
6691,toyota,camry,glx,200000,2007,435000000
6692,bmw,x4,28,0,2016,3400000000
6693,nissan,x,trail,10000,2016,1620000000
6694,toyota,prius,c,39500,2016,1030000000
6695,peugeot,206,ir-type5,77000,1396,232000000
6696,peugeot,2008,,0,1398,890000000
6697,rayen,v5,at,35000,1396,180000000
6698,mercedes,benz,e-class-e200,400000,1976,300000000
6699,besturn,b50f,,32000,1394,440000000
6700,chery,a15,,135000,1390,105000000
6701,peugeot,pars,mt,0,1400,272800000
6702,great,wall,wingle-5-4wd,160000,1394,395000000
6703,hyundai,sonata,4cyl-automatic,160000,2008,-1
6704,mvm,530,,97000,1395,185000000
6705,peugeot,405,glx,41000,1397,175000000
6706,maserati,grancabrio,mc,28000,2012,-1
6707,mazda,3,sedan-2.0l-type3,95000,1389,600000000
6708,mvm,110,3cylinder,160000,1391,70000000
6709,mvm,110s,comfort,90000,1395,-1
6710,lifan,x50,at,0,1396,250000000
6711,hyundai,santafe,ix45-2700cc,160000,2008,592000000
6712,peugeot,2008,,9500,1397,898000000
6713,kia,optima,basic,180000,2013,960000000
6714,lexus,nx,hybrid-300h-f-sport,50000,2017,3150000000
6715,peugeot,pars,lx,46000,1397,258000000
6716,bmw,7,series-730li,40000,2017,6500000000
6717,changan,cs35,ir,24000,1397,435000000
6718,citroen,xantia,2.0-sx,300000,1384,120000000
6719,chevrolet,nova,,450000,1991,90000000
6720,mazda,3,sedan-2.0l-type3,70000,1389,630000000
6721,toyota,camry,gl,170000,2007,460000000
6722,honda,accord,ex,380000,1993,-1
6723,tiba,sedan,sx,0,1393,115000000
6724,mvm,315,hatchback-sport,33000,1397,230000000
6725,peugeot,pars,mt,60000,1395,185000000
6726,renault,tondar90,e2,120000,1396,268000000
6727,peugeot,206,ir-type2,209000,1389,118000000
6728,chery,tiggo5,at-excellent,43000,1395,495000000
6729,alfa,romeo,giulietta,23000,2017,1050000000
6730,peugeot,pars,lx,0,1398,285000000
6731,hyundai,santafe,ix45-2400cc,92000,2017,1880000000
6732,peugeot,pars,at,24000,1399,350000000
6733,hyundai,tucson,ix35-2.7l,350000,2010,-1
6734,peugeot,pars,mt,25000,1395,219000000
6735,lexus,nx,200t-f-sport,59000,2017,3580000000
6736,mg,6,gt,117000,2014,455000000
6737,porsche,cayenne,v6,110000,2010,2000000000
6738,jac,s5,at-2000,70000,1396,600000000
6739,peugeot,405,slx,70000,1396,-1
6740,dena,,,87000,1396,255000000
6741,mercedes,benz,c-class-c200,90000,2013,2000000000
6742,mazda,3,sedan-2.0l-type4,63000,1395,865000000
6743,volkswagen,gol,,172000,1388,110000000
6744,mercedes,benz,c-class-c200,0,2012,-1
6745,mazda,3,sedan-2.0l-type4,62000,1395,870000000
6746,peugeot,207,mt,0,1400,320000000
6747,pride,sedan,,0,1388,75500000
6748,nissan,juke,platinum,46000,2017,1020000000
6749,mvm,x22,at-sport-excellent,29000,1397,395000000
6750,chery,tiggo5,ie,40000,1397,560000000
6751,mazda,3,sedan-2.0l-type4,65000,1395,800000000
6752,renault,pars,tondar,52000,1397,312000000
6753,dena,plus,turbo-automatic,11000,1399,425000000
6754,mg,gt,,92000,2017,620000000
6755,mvm,x22,at-sport-excellent,15000,1399,448000000
6756,pride,131,le,170000,1392,-1
6757,toyota,fj,cruiser,122000,2011,2750000000
6758,peugeot,206,ir-type5,13000,1398,272000000
6759,renault,sandero,stepway-at,63000,1395,470000000
6760,renault,tondar90,e2,140000,1391,215000000
6761,pride,131,se,54000,1398,121000000
6762,hyundai,accent,ir,35000,1397,680000000
6763,hyundai,tucson,ix35-2.0l-4wd,32000,2017,1620000000
6764,dongfeng,h30,cross,73000,1396,285000000
6765,toyota,camry,glx,215000,2007,660000000
6766,peugeot,pars,cng,8000,1399,275000000
6767,samand,lx,ef7-cng,0,1400,275000000
6768,pride,111,se,45000,1398,133000000
6769,hyundai,elantra,2.0l,70000,2017,965000000
6770,jac,j5,at,90000,1394,308000000
6771,quick,manual,r,13000,1399,163500000
6772,chery,tiggo5,ie,16000,1399,675000000
6773,quick,manual,r,0,1400,173000000
6774,hyundai,sonata,6cyl-automatic,199500,2006,500000000
6775,renault,tondar90,e1,190000,1389,108000000
6776,mazda,3,sedan-2.0l-type4,0,1395,940000000
6777,bmw,4,series-convertible-428i,80000,2015,2500000000
6778,kia,cerato,ir-2000-basic,103000,1395,575000000
6779,samand,soren,elx-turbo,75000,1396,169000000
6780,peugeot,206,ir-type5,160000,1396,-1
6781,ssang,yong,tivoli-armour,79000,2017,755000000
6782,pride,141,sx,280000,1391,75000000
6783,toyota,aurion,grande,0,2010,920000000
6784,dena,plus,basic-manual,0,1399,357000000
6785,nissan,x,trail,9900,2017,-1
6786,toyota,landcruiser,4door-v6-4000cc,99000,2012,-1
6787,toyota,rav4,4wd,0,2018,3300000000
6788,pride,131,se,300000,1390,-1
6789,renault,talisman,e3,20000,2017,1510000000
6790,renault,tondar90,at,123000,1396,280000000
6791,nissan,pickup,ir-2cab,450000,1386,-1
6792,hyundai,elantra,2.0l,15000,2018,1500000000
6793,volkswagen,gol,,233000,1386,120000000
6794,kia,sorento,gtline,38000,2017,-1
6795,samand,x7,,280000,1386,-1
6796,renault,talisman,e3,0,2017,1400000000
6797,mercedes,benz,e-class-e350,170000,2005,-1
6798,peugeot,206sd,v2,225000,1388,134000000
6799,peugeot,206,ir-type2,170000,1393,175000000
6800,brilliance,h230,mt,129000,1396,187000000
6801,peugeot,206sd,v8,2000,1399,280000000
6802,jac,s5,mt-2000,96500,1394,-1
6803,kia,sportage,basic,89000,2013,955000000
